Date,Close
2019-01-04,11.92
2019-01-03,11.71
2019-01-02,11.64
2018-12-28,11.83
2018-12-27,11.82
2018-12-26,11.9
2018-12-25,11.66
2018-12-24,11.34
2018-12-21,10.93
2018-12-20,10.94
2018-12-19,10.89
2018-12-18,11.05
2018-12-17,10.9
2018-12-14,10.71
2018-12-13,10.56
2018-12-12,10.87
2018-12-11,11.02
2018-12-10,11.42
2018-12-07,11.83
2018-12-06,11.52
2018-12-05,11.57
2018-12-04,11.1
2018-12-03,11.21
2018-11-30,11.5
2018-11-29,11.47
2018-11-28,11.35
2018-11-27,11.57
2018-11-26,11.86
2018-11-23,11.68
2018-11-22,11.42
2018-11-21,10.85
2018-11-20,10.88
2018-11-19,10.75
2018-11-16,10.68
2018-11-15,10.81
2018-11-14,11.01
2018-11-13,10.97
2018-11-12,11.01
2018-11-09,11.01
2018-11-08,11.18
2018-11-07,11.12
2018-11-06,10.9
2018-11-05,10.82
2018-11-02,10.96
2018-11-01,10.95
2018-10-31,10.86
2018-10-30,10.65
2018-10-29,10.61
2018-10-26,10.59
2018-10-25,10.59
2018-10-24,10.38
2018-10-23,10.08
2018-10-22,10.18
2018-10-19,10.19
2018-10-18,10.27
2018-10-17,10.26
2018-10-16,10.14
2018-10-15,10.37
2018-10-12,10.12
2018-10-11,10.04
2018-10-10,10.06
2018-10-09,9.95
2018-10-08,10.07
2018-09-28,10.17
2018-09-27,9.87
2018-09-26,9.91
2018-09-25,9.86
2018-09-21,9.85
2018-09-20,9.46
2018-09-19,9.36
2018-09-18,9.09
2018-09-17,8.92
2018-09-14,9.09
2018-09-13,8.61
2018-09-12,8.67
2018-09-11,8.61
2018-09-10,8.6
2018-09-07,8.66
2018-09-06,9.03
2018-09-05,8.98
2018-09-04,8.78
2018-09-03,8.88
2018-08-31,8.88
2018-08-30,8.73
2018-08-29,8.72
2018-08-28,8.7
2018-08-27,8.73
2018-08-24,9.11
2018-08-23,9.42
2018-08-22,9.4
2018-08-21,9.38
2018-08-20,9.25
2018-08-17,9.25
2018-08-16,9.39
2018-08-15,9.42
2018-08-14,9.15
2018-08-13,8.94
2018-08-10,8.91
2018-08-09,8.94
2018-08-08,9.17
2018-08-07,9.05
2018-08-06,9.29
2018-08-03,9.23
2018-08-02,9.05
2018-08-01,9.0
2018-07-31,8.79
2018-07-30,8.78
2018-07-27,8.81
2018-07-26,9.0
2018-07-25,9.23
2018-07-24,9.29
2018-07-23,9.36
2018-07-20,10.03
2018-07-19,10.43
2018-07-18,10.29
2018-07-17,10.27
2018-07-16,10.12
2018-07-13,10.13
2018-07-12,10.19
2018-07-11,10.43
2018-07-10,10.05
2018-07-09,9.97
2018-07-06,10.01
2018-07-05,9.88
2018-07-04,9.91
2018-07-03,9.88
2018-07-02,9.96
2018-06-29,9.84
2018-06-28,9.69
2018-06-27,10.08
2018-06-26,10.24
2018-06-25,10.23
2018-06-22,10.67
2018-06-21,10.55
2018-06-20,10.71
2018-06-19,10.74
2018-06-15,11.05
2018-06-14,10.45
2018-06-13,10.56
2018-06-12,10.45
2018-06-11,9.86
2018-06-08,10.3
2018-06-07,10.11
2018-06-06,10.37
2018-06-05,10.33
2018-06-04,10.09
2018-06-01,10.76
2018-05-31,11.15
2018-05-30,10.84
2018-05-29,11.04
2018-05-28,11.29
2018-05-25,11.18
2018-05-24,10.75
2018-05-23,10.9
2018-05-22,10.91
2018-05-21,10.83
2018-05-18,11.09
2018-05-17,10.92
2018-05-16,10.84
2018-05-15,10.81
2018-05-14,10.89
2018-05-11,10.55
2018-05-10,10.56
2018-05-09,10.54
2018-05-08,10.44
2018-05-07,10.62
2018-05-04,10.57
2018-05-03,10.85
2018-05-02,10.57
2018-04-27,10.61
2018-04-26,10.55
2018-04-25,10.32
2018-04-24,10.34
2018-04-23,10.18
2018-04-20,10.28
2018-04-19,10.2
2018-04-18,10.36
2018-04-17,10.59
2018-04-16,10.59
2018-04-13,10.45
2018-04-12,10.25
2018-04-11,10.28
2018-04-10,10.17
2018-04-09,10.23
2018-04-04,10.24
2018-04-03,10.39
2018-04-02,10.17
2018-03-30,10.29
2018-03-29,10.12
2018-03-28,9.94
2018-03-27,9.71
2018-03-26,9.45
2018-03-23,9.42
2018-03-22,9.34
2018-03-21,9.3
2018-03-20,9.28
2018-03-19,9.38
