,code,2017_2,2017_3,2018_1,2018_2,2018_3,2019_1,2019_2,2019_3_start,2019_3_true_end
0,600000,1.0070093457943927,0.9796172397697215,0.961340206185567,0.9924198250728862,1.0227739406384169,1.0006909656244602,1.0187843345738081,12.664,12.788
1,600004,0.9902294596595115,1.057726999398677,1.0063424947145876,0.9492231299054942,0.9022690727175273,1.0278010617490918,1.0555202373384192,18.962,18.282
2,600009,1.0301857585139318,1.0702619261029778,1.062619563831144,0.9674132219501658,0.937442713107241,1.01596877217885,0.9884030240806422,75.814,78.216
3,600010,1.0244252873563218,0.9878141660319878,0.9780743565300287,0.9754521963824291,1.0298701298701298,0.9698996655518393,1.0173333333333334,1.4120000000000001,1.344
4,600011,0.9824414715719064,0.983065693430657,1.0316786414108425,0.9972398564725364,1.0254346426271732,1.0018192844147966,1.0000000000000002,5.741999999999999,5.752000000000001
5,600015,0.9860764754779718,0.9688964635705156,0.9791523482245134,0.9958180867746993,1.0020035061357375,0.9833491912464322,1.019003029468466,7.572,7.675999999999999
6,600016,0.9912093133760991,1.0152897657213318,0.9979381443298969,1.00737512571237,1.0105028644175682,0.9940754599314001,1.0295837633298932,6.1659999999999995,6.234
7,600018,1.0102135561745589,1.0535575679172058,0.9856363114047687,0.947832217130772,1.0271084337349399,0.9645575642245481,1.023407917383821,5.837999999999999,5.906
8,600019,1.0133982947624847,1.0140478668054111,0.9813043478260871,0.9448310139165012,1.0021175224986765,0.9784424683373755,1.0214577656675747,5.851999999999999,5.68
9,600023,0.9967260822117132,1.000373552484124,0.9976617303195634,1.0283215326947106,0.981750311074243,0.9863070539419088,1.0004965243296924,3.9,3.896
11,600027,0.9814013840830448,0.9756880733944955,1.0325960419091966,0.9580272822665268,1.0636411058946271,0.9679926840420666,0.9964176049129989,3.5839999999999996,3.654
12,600028,0.9877442861874794,1.030570652173913,1.0105324751316558,0.9885864793678665,1.0022321428571428,0.9838042729152309,1.0192693697310318,4.95,4.926
13,600029,1.025069637883008,1.0695569318723201,1.0503308602366153,0.9431884057971014,1.033099297893681,0.9990335829910607,1.0222355769230769,6.704000000000001,7.08
14,600030,0.993939393939394,0.9720224719101123,1.0127852916314453,0.9937911337389792,1.0173369501120415,0.9858835391983868,1.044115020539382,22.072,22.488000000000003
15,600031,0.9586614173228346,0.9987623762376233,1.0027894002789401,0.9688801227262765,0.9827327327327329,1.0011549249298795,1.0355359765051397,13.815999999999999,14.056000000000001
