,date,code,name_x,weight,name_y,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips,,,,name_y,roe,,
167,2019/10/31,601939,建设银行,0.39,建设银行,14.68,38.25,48.3216,231460,0.9215,605090,2.4202,,建设银行,13.61,建设银行,12.88,,1
168,2019/10/31,601985,中国核电,0.19,中国核电,11.03,14.95,40.9999,4488.6738,0.2883,30008.7417,1.9279,,中国核电,10.34,中国核电,10.2,,1
169,2019/10/31,601988,中国银行,0.62,中国银行,11.65,34.02,45.4916,164578,0.559,483630,1.6428,,中国银行,11.52,中国银行,11.16,,1
170,2019/10/31,601989,中国重工,0.38,中国重工,1.23,1.34,8.2765,698.0336,0.038,52064.1312,2.8354,,中国重工,1.31,中国重工,0.79,,
171,2019/10/31,601992,金隅集团,0.09,金隅集团,6.07,5.62,23.4542,2686.6539,0.2516,47738.7727,4.4708,,金隅集团,5.54,金隅集团,5.65,,
172,2019/10/31,601997,贵阳银行,0.14,贵阳银行,17.28,35.96,41.3158,3654.319,1.5898,10159.448,4.4198,,贵阳银行,18.33,贵阳银行,14.74,,1
173,2019/10/31,601998,中信银行,0.15,中信银行,10.97,27.07,35.5239,41629,0.8507,153781,3.1425,,中信银行,10.65,中信银行,10.19,,1
174,2019/10/31,603019,中科曙光,0.17,中科曙光,7.71,5.14,20.8562,224.2502,0.3487,4360.1485,6.7806,,中科曙光,9.81,中科曙光,11.27,,
175,2019/10/31,603156,养元饮品,0.09,养元饮品,45.87,30.79,49.9298,2740.6942,5.5367,8900.349,17.9805,,养元饮品,31.48,养元饮品,22.67,,1
176,2019/10/31,603160,汇顶科技,0.13,汇顶科技,31.33,27.82,47.1445,856.824,1.9254,3079.3313,6.9198,,汇顶科技,25.44,汇顶科技,18.07,,1
177,2019/10/31,603259,药明康德,0.11,药明康德,17.5,15.94,40.7583,974.9803,1.0396,6116.1309,6.5218,,药明康德,19.34,药明康德,12.77,,1
178,2019/10/31,603260,合盛硅业,0.03,合盛硅业,24.64,14.24,30.7779,651.6034,1.086,4575.2744,7.6254,,合盛硅业,28.01,合盛硅业,35.36,,1
179,2019/10/31,603288,海天味业,0.72,海天味业,28.39,22.82,43.9486,2843.134,1.051,12458.5589,4.6058,,海天味业,30.04,海天味业,31.45,,1
180,2019/10/31,603799,华友钴业,0.13,华友钴业,1.59,1.41,16.317,69.2375,0.1168,4889.3851,8.2496,,华友钴业,31.46,华友钴业,20.1,,1
181,2019/10/31,603833,欧派家居,0.11,欧派家居,32.94,13.31,36.5472,949.5621,2.5417,7134.1306,19.0966,,欧派家居,20.88,欧派家居,20.78,,1
182,2019/10/31,603858,步长制药,0.09,步长制药,14.03,14.36,83.1728,1769.3646,2.5951,12320.8831,18.0711,,步长制药,12.46,步长制药,13.74,,1
183,2019/10/31,603986,兆易创新,0.19,兆易创新,13.79,11.84,26.7207,176.4276,1.7642,1488.9482,14.8894,,兆易创新,22.62,兆易创新,21.34,,1
184,2019/10/31,603993,洛阳钼业,0.19,洛阳钼业,5.32,14.36,33.4661,998.0406,0.0591,6949.571,0.4115,,洛阳钼业,7.14,洛阳钼业,11.32,,
185,2019/10/31,1,平安银行,1.22,平安银行,11.17,20.98,27.6461,22599,1.3161,107715,6.2732,,平安银行,10.44,平安银行,10.33,,1
186,2019/10/31,2,万科Ａ,1.02,万科A,18.53,8.74,29.4144,21022.6063,1.9043,240477.2369,21.784,,万科A,21.14,万科A,21.68,,1
187,2019/10/31,63,中兴通讯,0.63,中兴通讯,-6.59,-2.32,30.7533,-2357.418,-0.5633,101233.182,24.1916,,中兴通讯,11.15,中兴通讯,-23.95,,
188,2019/10/31,69,华侨城Ａ,0.23,华侨城A,15.75,19.41,53.2583,6888.4179,0.8394,35481.1048,4.3239,,华侨城A,16.6,华侨城A,17.9,,1
189,2019/10/31,100,TCL集团,0.28,TCL集团,7.03,1.5,16.9088,1602.126,0.1311,106473.5,8.7175,,TCL集团,8.95,TCL集团,11.37,,
190,2019/10/31,157,中联重科,0.24,中联重科,-2.53,-4.66,23.8623,-933.6975,-0.1218,20022.5167,2.6124,,中联重科,3.54,中联重科,5.28,,
191,2019/10/31,166,申万宏源,0.34,申万宏源,10.34,36.74,42.3685,5409.0583,0.2696,14719.9761,0.7339,,申万宏源,8.33,申万宏源,5.99,,
192,2019/10/31,333,美的集团,2.13,美的集团,24.02,9.23,27.306,14684.357,2.2735,159044.041,24.6245,,美的集团,23.43,美的集团,24.35,,1
193,2019/10/31,338,潍柴动力,0.44,潍柴动力,7.69,2.61,22.6258,2441.1886,0.6105,93183.5214,23.3039,,潍柴动力,19.32,潍柴动力,22.02,,
194,2019/10/31,402,金 融 街,0.07,金融街,10.1,14.12,30.0345,2804.3704,0.9382,19852.5437,6.642,,金融街,10.17,金融街,10.22,,1
195,2019/10/31,408,藏格控股,0.04,藏格控股,15.3,35.03,71.6593,911.8098,0.44,2602.8842,1.256,,藏格控股,18.58,藏格控股,16.57,,1
196,2019/10/31,413,东旭光电,0.17,东旭光电,,,,,,,,,,,东旭光电,6.65,,
197,2019/10/31,415,渤海租赁,0.05,渤海租赁,5.58,17.96,30.1351,1239.9289,0.251,6901.3211,1.397,,渤海租赁,8.31,渤海租赁,6.37,,
198,2019/10/31,423,东阿阿胶,0.13,东阿阿胶,22.16,29.32,66.9546,1852.4735,2.8324,6317.1353,9.6589,,,,东阿阿胶,18.44,,1
199,2019/10/31,425,徐工机械,0.17,徐工机械,1.01,1.23,19.4424,208.5832,0.0297,16891.2299,2.4103,,徐工机械,4.24,徐工机械,6.78,,
200,2019/10/31,538,云南白药,0.35,云南白药,18.56,13.02,29.8639,2919.8768,2.8038,22410.6544,21.5197,,云南白药,17.43,云南白药,16.71,,1
201,2019/10/31,553,安道麦A,0.03,安道麦A,-3.71,-4.01,13.6712,-74.49,-0.1254,1854.7327,3.1228,,安道麦A,8.23,安道麦A,10.78,,
202,2019/10/31,568,泸州老窖,0.51,泸州老窖,17.47,23.21,62.4332,1927.7435,1.3747,8303.9968,5.9218,,泸州老窖,16.86,泸州老窖,20.54,,1
203,2019/10/31,596,古井贡酒,0.1,古井贡酒,14.82,13.78,74.6793,829.6301,1.6473,6017.1437,11.9482,,古井贡酒,17.78,古井贡酒,22.29,,1
204,2019/10/31,625,长安汽车,0.11,长安汽车,23.6,13.09,17.8946,10285.2841,2.1415,78542.4418,16.3539,,长安汽车,14.99,长安汽车,1.47,,
205,2019/10/31,627,天茂集团,0.11,天茂集团,12.88,369.54,15.5737,1778.7189,0.4176,481.3262,0.113,,天茂集团,6.85,天茂集团,6.98,,
206,2019/10/31,629,攀钢钒钛,0.1,攀钢钒钛,-174.65,-56.43,7.4324,-5987.8202,-0.697,10610.0059,1.2351,,攀钢钒钛,20.06,攀钢钒钛,41.76,,
207,2019/10/31,630,铜陵有色,0.11,铜陵有色,1.08,0.2,3.67,180.324,0.0188,86674.1033,9.0657,,铜陵有色,3.17,铜陵有色,3.95,,
208,2019/10/31,651,格力电器,2.24,格力电器,28.62,14.23,32.7018,15420.965,2.5634,108302.5653,18.0032,,格力电器,34.15,格力电器,28.69,,1
209,2019/10/31,656,金科股份,0.12,金科股份,6.97,4.32,20.7406,1395.2603,0.2611,32235.4416,6.0327,,金科股份,10.14,金科股份,16.76,,
210,2019/10/31,661,长春高新,0.49,长春高新,12.43,16.73,79.421,484.8525,2.8501,2897.4398,17.0325,,长春高新,14.95,长春高新,19,,1
211,2019/10/31,671,阳光城,0.08,阳光城,9.31,6.27,23.3057,1230.0598,0.3037,19598.0201,4.8389,,阳光城,10.76,阳光城,13.13,,
212,2019/10/31,703,恒逸石化,0.13,恒逸石化,7.6,2.56,3.4314,830.3374,0.5125,32419.3395,20.0134,,恒逸石化,13.55,恒逸石化,11.02,,
213,2019/10/31,709,河钢股份,0.08,河钢股份,3.47,2.08,13.8024,1555.4792,0.1464,74551.0075,7.0207,,河钢股份,3.96,河钢股份,6.43,,
214,2019/10/31,725,京东方A,0.67,京东方A,2.39,2.73,17.8675,1882.5717,0.0535,68895.659,1.9598,,京东方A,8.92,京东方A,4,,
215,2019/10/31,728,国元证券,0.14,国元证券,6.77,41.63,52.6202,1405.4044,0.7155,3375.5205,1.7186,,国元证券,4.74,国元证券,2.72,,
216,2019/10/31,768,中航飞机,0.17,中航飞机,2.68,1.58,7.1302,413.1334,0.1492,26121.8488,9.4348,,中航飞机,2.99,中航飞机,3.47,,
217,2019/10/31,776,广发证券,0.32,广发证券,10.22,38.77,50.822,8030.1066,1.0536,20712.0375,2.7177,,广发证券,10.12,广发证券,5.05,,
218,2019/10/31,783,长江证券,0.21,长江证券,8.64,37.67,46.0979,2206.576,0.399,5857.3553,1.0592,,长江证券,5.82,长江证券,0.96,,
219,2019/10/31,786,北新建材,0.13,北新建材,11.28,14.35,34.1832,1171.0686,0.6547,8156.0791,4.56,,北新建材,18.87,北新建材,17.26,,1
220,2019/10/31,858,五 粮 液,2.03,五粮液,14.41,27.64,70.1992,6784.5333,1.7873,24543.7927,6.4657,,五粮液,18.13,五粮液,21.08,,1
221,2019/10/31,876,新 希 望,0.37,新希望,12.03,4.05,7.9699,2469.0665,0.5923,60879.5232,14.6055,,新希望,10.94,新希望,7.9,,
222,2019/10/31,895,双汇发展,0.23,双汇发展,31.01,8.5,18.1057,4405.0564,1.335,51822.366,15.7058,,双汇发展,29.54,双汇发展,37.87,,1
223,2019/10/31,898,鞍钢股份,0.06,鞍钢股份,3.6,2.79,13.296,1616,0.2233,57882,8.0004,,鞍钢股份,11.21,鞍钢股份,15.3,,
224,2019/10/31,938,紫光股份,0.07,紫光股份,3.42,2.94,18.7101,814.8226,0.7817,27709.7091,26.585,,紫光股份,6.26,紫光股份,6.41,,
225,2019/10/31,961,中南建设,0.12,中南建设,3,1.18,16.4141,407.7213,0.1099,34439.5858,9.2834,,中南建设,4.28,中南建设,12.6,,
226,2019/10/31,963,华东医药,0.18,华东医药,19.87,5.69,24.2736,1446.5917,2.9761,25379.6675,52.2152,,华东医药,21.2,华东医药,22.81,,1
227,2019/10/31,1979,招商蛇口,0.35,招商蛇口,16.97,15.07,34.5363,9581.4168,1.2122,63572.8267,8.043,,招商蛇口,17.87,招商蛇口,20.07,,1
228,2019/10/31,2001,新和成,0.21,新和成,14.91,25.6,45.4276,1202.6335,1.1044,4696.2773,4.3127,,新和成,12.21,新和成,19.04,,1
229,2019/10/31,2007,华兰生物,0.24,华兰生物,18.49,40.33,60.5353,780.3125,0.8389,1934.6697,2.08,,华兰生物,17.58,华兰生物,20.61,,1
230,2019/10/31,2008,大族激光,0.26,大族激光,14.21,10.83,38.233,754.2621,0.7068,6958.888,6.5215,,大族激光,23.84,大族激光,20.63,,1
231,2019/10/31,2010,传化智联,0.08,传化智联,5.22,7.11,15.0974,580.9854,0.1783,8166.7268,2.5068,,传化智联,4.1,传化智联,6.73,,
232,2019/10/31,2024,苏宁易购,0.31,苏宁易购,1.07,0.47,14.3606,704.414,0.0756,148585.331,15.9596,,苏宁易购,5.33,苏宁易购,16.47,,
233,2019/10/31,2027,分众传媒,0.49,分众传媒,55.7,43.58,70.439,4451.2117,0.5094,10213.1343,1.1689,,分众传媒,57.89,分众传媒,41,,1
234,2019/10/31,2032,苏泊尔,0.1,苏泊尔,23.73,9.01,30.5272,1077.5192,1.7055,11947.1232,18.9106,,苏泊尔,25.15,苏泊尔,28.26,,1
235,2019/10/31,2044,美年健康,0.27,美年健康,10.23,10.99,48.3072,338.9104,0.1399,3081.8607,1.2727,,美年健康,9.44,美年健康,12.49,,
236,2019/10/31,2050,三花智控,0.15,三花智控,16.1,12.66,29.7694,857.4553,0.4759,6769.2067,3.7575,,三花智控,15.69,三花智控,15,,1
237,2019/10/31,2065,东华软件,0.11,东华软件,10.24,13.89,33.105,899.6472,0.573,6476.7477,4.1255,,东华软件,7.46,东华软件,8.78,,
238,2019/10/31,2081,金螳螂,0.1,金螳螂,16.88,8.58,16.5451,1683.3894,0.6368,19600.6554,7.4151,,金螳螂,16.7,金螳螂,16.04,,1
239,2019/10/31,2120,韵达股份,0.08,韵达股份,31.53,16.01,31.1561,1177.2243,1.1613,7349.7154,7.2507,,韵达股份,30.49,韵达股份,23.54,,1
240,2019/10/31,2142,宁波银行,0.6,宁波银行,15.53,33.03,40.8261,7810.417,2.0027,23645.017,6.0631,,宁波银行,16.34,宁波银行,13.83,,1
241,2019/10/31,2146,荣盛发展,0.12,荣盛发展,17.52,13.54,31.0483,4148.0931,0.9539,30622.0145,7.0425,,荣盛发展,20.94,荣盛发展,22.52,,1
242,2019/10/31,2153,石基信息,0.09,石基信息,7.87,14.6,40.4607,388.7903,0.3644,2662.6081,2.4959,,石基信息,7.97,石基信息,5.57,,
243,2019/10/31,2179,中航光电,0.16,中航光电,17.86,12.53,33.7488,733.7659,1.2178,5854.8021,9.7172,,中航光电,16.87,中航光电,15.77,,1
244,2019/10/31,2202,金风科技,0.28,金风科技,15.03,11.37,29.2638,3002.982,1.0977,26395.8293,9.6492,,金风科技,13.46,金风科技,12.88,,1
245,2019/10/31,2230,科大讯飞,0.4,科大讯飞,6.86,14.58,50.5196,484.4304,0.3682,3320.4767,2.5241,,科大讯飞,5.63,科大讯飞,6.8,,
246,2019/10/31,2236,大华股份,0.23,大华股份,22.15,13.69,37.7052,1825.1994,0.6295,13329.094,4.5971,,大华股份,22.72,大华股份,20.04,,1
247,2019/10/31,2241,歌尔股份,0.29,歌尔股份,15.22,8.56,22.3911,1651.4966,1.0815,19287.8076,12.6312,,歌尔股份,14.36,歌尔股份,5.7,,
248,2019/10/31,2252,上海莱士,0.09,上海莱士,13.77,69.34,63.744,1613.1536,0.3248,2326.2503,0.4684,,上海莱士,6.7,上海莱士,-13.95,,
249,2019/10/31,2271,东方雨虹,0.17,东方雨虹,20.67,14.69,42.6338,1028.7097,1.1654,7000.2328,7.9305,,东方雨虹,18.44,东方雨虹,19.08,,1
250,2019/10/31,2294,信立泰,0.06,信立泰,26.05,36.42,75.2216,1396.4142,1.3349,3833.4902,3.6648,,信立泰,23.98,信立泰,21.89,,1
251,2019/10/31,2304,洋河股份,0.48,洋河股份,22.36,33.91,63.9007,5827.1689,3.8667,17183.1096,11.4022,,洋河股份,22.45,洋河股份,24.12,,1
252,2019/10/31,2310,东方园林,0.06,东方园林,14.1,15.12,32.8293,1295.6085,0.4839,8563.997,3.1986,,东方园林,19.24,东方园林,12.51,,1
253,2019/10/31,2311,海大集团,0.21,海大集团,15.14,3.14,9.4165,855.8102,0.5552,27185.31,17.6364,,海大集团,18.64,海大集团,18.55,,1
254,2019/10/31,2352,顺丰控股,0.19,顺丰控股,20.38,7.27,19.6886,4180.4262,17.9039,57482.6981,246.1866,,顺丰控股,14.59,顺丰控股,12.46,,1
255,2019/10/31,2410,广联达,0.17,广联达,14.29,20.84,93.3276,423.096,0.3779,2029.5512,1.8131,,广联达,15.31,广联达,13.75,,1
256,2019/10/31,2411,延安必康,0.06,延安必康,11.47,25.6,54.7915,953.6445,0.6223,3723.9046,2.4302,,延安必康,9.82,延安必康,4.33,,
257,2019/10/31,2415,海康威视,0.96,海康威视,30.55,23.24,41.581,7422.262,1.2162,31924.0209,5.2311,,海康威视,30.99,海康威视,30.2,,1
258,2019/10/31,2422,科伦药业,0.16,科伦药业,5.16,6.82,43.326,584.6388,0.4059,8565.9434,5.9485,,科伦药业,6.34,科伦药业,9.5,,
259,2019/10/31,2456,欧菲光,0.17,欧菲光,8.93,2.68,11.478,718.8259,0.6617,26746.4189,24.6223,,欧菲光,11.08,欧菲光,-6.04,,
260,2019/10/31,2460,赣锋锂业,0.14,赣锋锂业,18.66,16.32,34.5702,464.3651,0.6169,2844.1203,3.7785,,赣锋锂业,36.38,赣锋锂业,15.43,,1
261,2019/10/31,2466,天齐锂业,0.14,天齐锂业,32.93,38.72,71.2478,1512.0509,1.5205,3904.5642,3.9264,,天齐锂业,23.65,天齐锂业,21.7,,1
262,2019/10/31,2468,申通快递,0.05,申通快递,23.18,12.76,19.8549,1261.6496,0.8241,9880.6713,6.4545,,申通快递,22.03,申通快递,24.1,,1
263,2019/10/31,2475,立讯精密,0.81,立讯精密,10.27,8.4,21.4971,1156.5335,0.5455,13762.5959,6.4916,,立讯精密,13.06,立讯精密,17.56,,1
264,2019/10/31,2493,荣盛石化,0.11,荣盛石化,15.15,4.22,10.3389,1920.7877,0.755,45501.0739,17.8856,,荣盛石化,14.03,荣盛石化,7.67,,
265,2019/10/31,2508,老板电器,0.12,老板电器,29.23,20.82,57.3065,1206.8339,1.653,5794.8979,7.9375,,老板电器,27.77,老板电器,24.37,,1
266,2019/10/31,2555,三七互娱,0.15,三七互娱,23.65,20.39,63.0083,1070.1623,0.5133,5247.8937,2.5172,,三七互娱,23.09,三七互娱,16.88,,1
267,2019/10/31,2558,巨人网络,0.09,巨人网络,14.14,46,82.2375,1068.937,0.6336,2323.5643,1.3773,,巨人网络,15.13,巨人网络,11.92,,1
268,2019/10/31,2594,比亚迪,0.31,比亚迪,9.85,4.88,20.3625,5052.154,1.8518,103469.997,37.9268,,比亚迪,7.39,比亚迪,5.03,,
269,2019/10/31,2601,龙蟒佰利,0.06,龙蟒佰利,3.58,10.69,29.5631,442.1051,0.2175,4135.5596,2.035,,龙蟒佰利,19.41,龙蟒佰利,18.39,,
270,2019/10/31,2602,世纪华通,0.13,世纪华通,11.48,14.56,33.7965,503.4557,0.4901,3455.9024,3.3647,,世纪华通,15.5,世纪华通,6.94,,
271,2019/10/31,2624,完美世界,0.12,完美世界,16.16,18.93,60.9621,1166.3131,0.8871,6158.8318,4.6846,,完美世界,18.89,完美世界,20.21,,1
272,2019/10/31,2625,光启技术,0.04,光启技术,10.94,15.63,33.4118,65.9425,0.2192,421.6487,1.4019,,光启技术,1.07,光启技术,0.92,,
273,2019/10/31,2673,西部证券,0.12,西部证券,9.06,33.01,42.414,1124.6211,0.4022,3406.3293,1.2184,,西部证券,4.27,西部证券,1.15,,
274,2019/10/31,2714,牧原股份,0.65,牧原股份,41.01,41.41,45.6922,2321.8987,2.2461,5605.907,5.4229,,牧原股份,18.57,牧原股份,4.23,,
275,2019/10/31,2736,国信证券,0.24,国信证券,9.41,35.73,47.2977,4556.1523,0.5556,12748.9033,1.5547,,国信证券,8.78,国信证券,6.52,,
276,2019/10/31,2739,万达电影,0.1,万达电影,13.15,12.19,32.7534,1366.4461,1.1636,11209.3237,9.5455,,万达电影,12.98,万达电影,10.28,,1
277,2019/10/31,2773,康弘药业,0.07,康弘药业,17.1,19.55,90.4088,496.7519,0.7361,2540.0315,3.7642,,康弘药业,18.17,康弘药业,17.01,,1
278,2019/10/31,2925,盈趣科技,0.04,盈趣科技,53.08,27.02,42.0572,445.4757,1.1718,1648.4114,4.336,,盈趣科技,58.97,盈趣科技,21.86,,1
279,2019/10/31,2938,鹏鼎控股,0.09,鹏鼎控股,9.84,5.85,16.6099,1003.9825,0.4826,17138.4417,8.2384,,鹏鼎控股,14.87,鹏鼎控股,15.49,,1
280,2019/10/31,2939,长城证券,0.03,长城证券,5.36,20.98,28.0951,732.9339,0.3545,3492.8976,1.6898,,长城证券,6.38,长城证券,3.54,,
281,2019/10/31,2945,华林证券,0.03,华林证券,17.39,44.68,49.5299,589.1183,0.73,1318.3533,1.6336,,华林证券,12.42,华林证券,8.46,,
282,2019/10/31,300003,乐普医疗,0.26,乐普医疗,12.27,19.58,60.9504,679.2557,0.3895,3467.7482,1.9888,,乐普医疗,13.98,乐普医疗,19.15,,1
283,2019/10/31,300015,爱尔眼科,0.39,爱尔眼科,20.04,13.93,46.1102,557.4672,0.5517,4000.4017,3.9595,,爱尔眼科,14.23,爱尔眼科,17.72,,1
284,2019/10/31,300017,网宿科技,0.15,网宿科技,17.08,28.12,41.9717,1250.3966,1.5599,4446.5272,5.5474,,网宿科技,10.44,网宿科技,9.27,,
285,2019/10/31,300024,机器人,0.12,机器人,7.37,20.2,31.739,410.7736,0.2632,2033.481,1.3033,,机器人,7.28,机器人,7.22,,
286,2019/10/31,300033,同花顺,0.17,同花顺,41.02,69.88,91.7999,1211.5767,2.2536,1733.6564,3.2248,,同花顺,22.89,同花顺,18.98,,1
287,2019/10/31,300059,东方财富,0.64,东方财富,5.56,59.32,73.1472,713.7688,0.2005,1203.0513,0.338,,东方财富,4.33,东方财富,6.1,,
288,2019/10/31,300070,碧水源,0.12,碧水源,11.89,20.75,31.3886,1845.76,0.5902,8892.2851,2.8438,,碧水源,13.88,碧水源,6.61,,
289,2019/10/31,300072,三聚环保,0.05,三聚环保,25.75,9.22,17.7328,1617.053,1.3525,17531.1015,14.663,,三聚环保,28.86,三聚环保,5.48,,
290,2019/10/31,300122,智飞生物,0.19,智飞生物,1.28,7.29,92.1025,32.5203,0.0203,445.9472,0.2787,,智飞生物,14.71,智飞生物,34.71,,1
291,2019/10/31,300124,汇川技术,0.2,汇川技术,19.75,25.45,48.1152,931.8375,0.5785,3660.0452,2.2725,,汇川技术,19.53,汇川技术,18.69,,1
292,2019/10/31,300136,信维通信,0.25,信维通信,27.64,22.03,29.1392,531.5687,0.5532,2412.9275,2.5113,,信维通信,32.21,信维通信,26.82,,1
293,2019/10/31,300142,沃森生物,0.29,沃森生物,2.19,11.92,52.5015,70.4587,0.0458,591.0046,0.3844,,沃森生物,-17.74,沃森生物,22.87,,
294,2019/10/31,300144,宋城演艺,0.17,宋城演艺,14.08,34.12,61.6453,902.3052,0.6211,2644.2289,1.8203,,宋城演艺,14.56,宋城演艺,15.19,,1
295,2019/10/31,300251,光线传媒,0.06,光线传媒,10.53,42.79,49.4486,740.9113,0.2525,1731.3116,0.5901,,光线传媒,9.68,光线传媒,15.88,,
296,2019/10/31,300296,利亚德,0.09,利亚德,15.01,15.27,38.4276,668.8295,0.8211,4377.9352,5.3752,,利亚德,21.52,利亚德,16.29,,1
297,2019/10/31,300408,三环集团,0.16,三环集团,20.71,36.68,47.9118,1059.1864,0.6129,2887.5079,1.671,,三环集团,18.37,三环集团,18.86,,1
298,2019/10/31,300413,芒果超媒,0.08,芒果超媒,4.1,2.06,21.1814,66.5281,0.1659,3219.2791,8.0281,,芒果超媒,4.32,芒果超媒,15.34,,
299,2019/10/31,300433,蓝思科技,0.08,蓝思科技,8.59,7.89,25.2772,1203.5948,0.5517,15236.1169,6.9839,,蓝思科技,12.23,蓝思科技,3.73,,
300,2019/10/31,300498,温氏股份,1.19,温氏股份,38.7,19.86,28.2189,11789.8793,2.7101,59355.2372,13.6439,,温氏股份,20.69,温氏股份,11.44,,1
