,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600793,宜宾纸业,71.25,26.77,7.9799,131.9431,1.253,492.702,4.678999999999999
1,000526,紫光学大,70.23,6.16,34.7689,100.4168,1.0438,1628.5595,16.9297
2,600306,商业城,68.0,32.71,17.6514,142.2706,0.7986,434.9297,2.4415
3,000717,韶钢松山,58.6,5.73,9.6201,649.6478,0.2685,11336.6476,4.6854
4,600319,ST亚星,48.44,0.78,11.3299,7.4447,0.0235,945.6197,2.9963
5,002925,盈趣科技,39.13,33.51,50.0553,440.1856,1.1578,1313.5252,3.4551
6,002027,分众传媒,36.61,44.9,70.8082,2532.9549,0.2899,5640.6665,0.6456
7,600338,西藏珠峰,35.49,48.67,69.2481,569.8767,0.8726,1170.6904,1.7927
8,600161,天坛生物,33.69,100.11,56.9888,945.2127,1.4105,944.1706,1.4089
9,300783,三只松鼠,32.22,8.31,30.8981,240.5174,,2893.9602,
10,600230,沧州大化,30.78,31.71,53.9604,656.0819,2.2301,2068.5829,7.0314
11,600133,东湖高新,27.85,24.98,13.1806,714.7392,1.1268,2860.3078,4.5096
12,600641,万业企业,27.49,85.38,61.8699,1577.4457,1.9567,1847.3885,2.2915
13,601558,ST锐电,26.76,1764.78,44.1427,433.8583,0.0719,24.5842,0.004
14,000036,华联控股,25.71,36.91,69.1477,1051.7958,0.9214,2849.3391,2.4961
15,600815,*ST厦工,24.97,6.28,9.5931,140.0818,0.146,2229.5298,2.3249
16,300803,指南针,24.96,30.09,91.8189,128.8134,0.37,428.0402,1.2296
17,603387,基蛋生物,24.23,42.46,83.537,89.5978,0.905,211.0142,2.1314
18,002920,德赛西威,23.99,11.4,26.0262,357.5342,0.7945,3134.4474,6.9654
19,600225,天津松江,23.83,80.09,17.0217,447.5248,0.4783,558.7135,0.5972
20,603709,中源家居,23.64,10.24,28.7448,39.8831,0.6647,389.2654,6.4877
21,603871,嘉友国际,23.57,7.91,11.2975,113.3428,1.889,1432.8761,23.8812
22,600507,方大特钢,23.32,11.23,24.9481,704.5549,0.5313,6271.7057,4.7294
23,600309,万华化学,23.13,19.89,38.8206,4861.0379,1.7779,24430.0865,8.9356
24,002460,赣锋锂业,22.46,37.37,34.1529,607.3788,0.8332,1625.257,2.2297
25,000820,*ST节能,22.1,42.92,59.6572,207.7269,0.3259,483.8812,0.7593
26,300763,锦浪科技,21.49,10.56,31.3298,35.2938,0.5882,334.1277,5.5687
27,603165,荣晟环保,21.21,19.71,26.7405,180.7294,1.4266,916.6995,7.2363
28,000505,京粮控股,20.92,4.37,26.7204,17.2261,0.0403,393.8368,0.9228
29,300288,朗玛信息,20.72,27.82,24.0092,273.35200000000003,0.8088,982.5052,2.9073
30,002901,大博医疗,20.66,47.69,82.6409,131.6759,0.3657,276.0796,0.7668
31,603757,大元泵业,20.17,15.37,32.4538,71.5804,1.1398,465.4469,7.4115
32,300776,帝尔激光,19.95,37.78,66.0623,26.8214,0.7031,70.9793,1.8607
33,002366,台海核电,19.63,40.47,61.1049,425.8192,0.9822,1052.0314,2.4266
34,603868,飞科电器,19.39,22.0,39.2336,378.9907,0.87,1722.6533,3.9546
35,600398,海澜之家,19.3,20.26,40.1431,1875.1873,0.4173,9252.6818,2.0594
36,002893,华通热力,19.25,14.33,24.7682,77.1772,0.8575,538.3068,5.9811
37,600291,西水股份,19.08,15.08,12.8499,2355.706,2.1551,15619.5924,14.2897
38,603516,淳中科技,19.03,37.18,73.0412,47.1915,0.6726,126.9092,1.8088
39,603103,横店影视,18.73,16.17,26.6433,200.8413,0.5021,1241.6158,3.1039999999999996
