,code,3月3日,3月10日,3月17日,3月24日,3月31日,4月7日,4月14日,4月21日,4月28日,5月5日,5月12日,5月19日,5月26日,6月2日,6月9日,6月16日,6月23日,6月30日,7月7日,7月14日,7月21日,7月28日,8月4日,8月11日,8月18日,8月25日,9月1日,9月8日,9月15日,9月22日,3月4日,3月11日,3月18日,3月25日,4月1日,4月8日,4月15日,4月22日,4月29日,5月6日,5月13日,5月20日,5月27日,6月3日,6月10日,6月17日,6月24日,7月1日,7月8日,7月15日,7月22日,7月29日,8月5日,8月12日,8月19日,8月26日,9月2日,9月9日,9月16日,9月23日
10,600104,28.68,26.49,25.78,26.24,26.07,28.61,28.3,29.63,26.58,27.38,26.33,25.48,23.47,23.95,24.56,24.3,25.26,25.5,26.97,23.9,23.71,24.35,24.18,24.38,24.54,24.6,25.08,25.94,25.14,24.66,24.9281708,25.35163845,25.40519616,25.50146707,25.49193354,26.62957209,26.2899566,26.80502676,27.00842445,27.82603449,26.90876064,26.69281554,26.1895366,25.83748376,26.41796698,26.4904076,25.6324799,25.5947948,25.9401017,25.66368278,24.73965019,23.70757156,22.91078203,22.40337945,22.4487156,22.7257116,22.90902943,23.11990729,24.24892206,24.10537355
11,600196,28.71,27.58,29.42,29.76,29.78,29.61,30.1,29.72,28.33,29.1,26.5,25.87,25.1,24.74,22.45,23.28,25.22,25.3,26.81,27.13,26.15,27.06,24.9,24.91,25.91,27.5,27.65,28.7,27.45,28,23.92746015,24.45126023,25.99441279,26.470325,27.34452978,26.96471803,28.88291319,29.2866364,29.52020379,29.00238223,29.83235085,29.64361669,29.45771876,29.17698072,28.13095235,29.77986784,28.11020516,27.57879548,27.88243107,27.70233805,27.22471633,26.1834734,25.10318047,24.48982373,24.86671696,25.55183856,25.77024747,25.85286918,26.47740547,27.79123829
12,600276,72,69.66,71.52,73.13,65.42,66.14,64.62,64.45,62.33,65.75,64.12,62.76,60.07,62.16,57.98,61.28,65.9,66,67.4,66.45,66.02,66.82,66.04,66.88,69.12,76.6,80.05,80.11,78.6,81.5,62.07606148,64.05555247,65.70080606,67.49158264,68.41585591,67.57015149,68.67233454,68.8580009,68.55356047,67.53819009,68.8738282,69.04164865,68.17123885,67.54117374,57.93596584,59.39896471,60.01748559,60.76079528,61.94986989,62.18361658,62.24145329,62.3704785,62.94489076,63.8953353,65.63510666,68.17161245,70.41078084,71.97639702,75.96961874,74.38823327
13,600309,42.08,37.49,41.03,41.56,45.53,47.43,46.36,47.32,43.99,45.23,42.1,39.82,40.14,38.04,37.81,38.84,41.98,42.79,43.48,42.1,40.52,43.41,43.5,42.94,42.6,42.91,44.71,46.7,46.89,45.17,34.70363974,36.53018997,37.44363628,38.96654192,40.51895817,43.63917473,44.89821669,46.20937985,46.92703687,48.81598119,46.72892317,45.93050162,45.20355564,44.42170502,38.88716068,40.65079433,40.05891911,40.74361078,41.79525491,43.27675534,44.38625823,44.71498795,44.06436139,42.95942087,43.01753811,43.74543469,44.27389615,44.25588424,43.97827323,44.49028784
14,600340,31.04,28.74,30.72,31.27,31.02,31.78,32.52,33.69,30.58,31.42,29.74,30.71,28.8,29.63,29.3,29.98,30.81,32.57,32.72,30.4,30.88,31,28.23,26.44,26.05,27.4,26.68,27.42,28.16,27.8,29.99051705,30.66510529,30.89962501,31.40238083,31.71566971,31.448066,32.85066895,33.29118249,33.36635852,32.94737653,33.32628278,33.3894155,33.35740213,33.26813257,30.51142728,30.60262648,30.37759621,30.59945804,31.02132882,31.07974653,31.03410166,30.99023639,30.67084482,29.92939063,29.68338537,30.13599465,30.53951039,30.37842161,28.71447403,29.64403768
15,600519,789.3,737.5,777.3,794,853.99,865,914,952.56,945,974,907.12,906.79,878.5,890,862.13,913,976.3,984,999.82,986.09,955.87,965.03,954.45,962.03,1054.6,1130.1,1142,1142.49,1099,1157.42,684.8652893,708.8424739,730.629641,757.273584,779.869705,807.5233474,844.9434955,877.885994,910.0684617,928.8247051,943.0653551,957.8324849,962.2547784,967.6918477,979.9191629,1014.114977,1003.141568,1006.917576,1014.468701,1022.220916,1023.397284,1019.004846,1013.306189,1006.802165,1026.589663,1053.22035,1073.031583,1087.040615,1102.123426,1121.60445
16,600585,36.68,35.15,36.72,37.35,38.18,41.95,41.7,42.58,39.49,39.95,38.99,38.95,39.15,39.55,38.28,40.79,40.16,41.5,43.3,41.23,40.51,41.26,38.57,38.36,38.84,40.12,39.43,43.16,42.42,41.93,31.09915701,32.21503476,33.01730637,33.93244919,34.75033894,36.02590292,37.73957927,39.33494717,40.04583119,40.45382341,40.98433252,41.39874065,41.77193895,41.96173223,40.59676075,41.34263784,40.82279758,40.71074633,41.48693126,42.22250084,43.01470125,43.38541968,43.25675335,42.33413617,41.79648249,41.59614875,41.12036941,41.33400733,40.29878271,41.67015689
17,600690,17.17,15.72,16.86,16.67,17.11,18.24,17.22,18.36,16.75,17.18,16.43,15.78,16.12,15.9,15.56,16.33,16.98,17.29,17.78,17.31,16.81,16.83,16.18,15.19,14.92,15.24,15.91,16.02,15.94,15.83,15.52619667,15.94026085,16.16099541,16.48126587,16.64461034,17.17778052,17.44967246,17.70263544,17.77820593,17.94322305,17.91445836,17.75101701,17.57513398,17.52734694,17.90227191,19.33439012,18.55868295,18.27349214,18.34342577,18.31028438,18.080583,17.55281759,16.82545005,16.14210821,15.9191555,16.14143719,16.31204967,16.32962421,15.6303028,16.75062194
18,600703,14.03,15.51,14.85,15.33,14.67,15.04,14.01,13.15,14.16,13.06,12.16,9.97,9.66,10.72,10.28,10.67,11.51,11.28,11.82,11.08,10.29,11.47,11.39,10.38,11.59,11.02,10.82,11.8,13.54,15.34,11.46968183,12.01724736,12.55409719,13.08561709,13.38522709,13.26279545,13.95204134,13.87319486,14.09925312,13.68038458,13.85578247,13.51170743,13.04609308,12.77196547,11.46036153,10.76103106,10.38651619,10.36077277,10.99156092,11.3139589,11.21439289,10.90094224,10.65095626,10.31729208,10.30289441,10.42870925,10.17652406,10.32554531,11.8851279,12.5993666
19,600837,13.02,14.31,13.76,13.97,14.03,15.82,14.61,14.52,14.3,13.98,12.77,12.09,12.02,12.1,12.58,12.74,14.22,14.19,13.86,13.88,14.09,13.81,13.29,12.58,12.79,13.68,13.66,15.11,16.54,15.18,11.20266354,11.78679961,12.31804262,12.78891501,13.11495142,13.69469222,14.20331085,14.58642653,14.83327463,15.00978909,14.8580307,14.66761185,14.42012163,14.23054731,12.16264585,12.24220929,12.53381842,12.90602021,13.25254395,13.44617518,13.66909778,13.74705326,13.64152643,13.25508673,13.0992779,13.4291363,13.67108806,13.996213,14.72904208,14.58957895
20,600887,27.81,26.35,26.59,27.92,29.11,29.78,30,31.14,30,31,30.26,30.41,29.9,30.01,30,31.78,32.32,33.41,33.47,33.83,32.25,32.34,31.14,27.4,28.7,28.6,28.65,29.13,29.75,28.89,24.51328369,25.15946617,25.70823822,26.3055184,26.91930251,27.48209645,28.42706147,29.17784097,29.81790667,30.08926032,30.8297752,31.25097773,31.49707669,31.71380438,33.61633953,34.66975945,34.11468908,33.82093894,34.13302504,34.28008733,34.03063688,33.67195194,33.42988491,32.8323716,32.57903234,32.26643459,31.59480615,30.67037068,28.6322451,30.94172654
21,601066,22.13,28.04,26.91,24.5,25.55,25.81,24.56,24.14,27.75,23.36,21.84,21.11,22.5,23,22.73,20.3,24.53,21.08,20.95,19.73,20.11,19.43,17.89,16.92,16.92,18.64,19.22,23.75,25.96,24.95,14.91618756,19.47116156,23.08516525,25.41336341,26.21075857,28.56146919,27.57829511,27.48436406,28.07354801,29.32340573,27.66984188,26.43699698,23.93587607,22.18648042,23.07410614,20.88272035,20.74557159,21.02606112,20.53206563,20.14551687,19.53429288,19.0894298,18.53571556,17.73869413,17.08954022,16.97084366,16.74930011,17.22587299,19.00229987,18.99618455
22,601088,20.83,20.02,19.98,21.13,19.61,20.48,19.92,20.49,19.37,19.69,18.61,18.47,18.35,18.39,18.86,19.7,20.03,20.38,20.61,19.03,19.23,19.13,18.63,18.06,18.54,18.78,18.69,19.64,19.61,19.6,20.19157135,20.46478983,20.49888801,20.68631679,20.63622291,20.16526419,20.73046233,20.85997728,20.78168047,20.1978078,20.57931192,20.45431174,20.25079765,20.09887072,19.38920256,19.84604482,19.9129895,20.05849898,20.2285772,20.1710177,19.96442147,19.91195388,19.86141759,19.57703984,19.46839223,19.43415723,19.37260762,20.23700785,20.4002915,20.05488708
23,601111,9.87,9.15,9.71,9.86,10.84,11.89,10.7,11,9.84,10.15,9.12,8.5,8.36,8.46,8.7,8.73,9.5,9.57,9.67,9.16,9.05,9.05,8.5,7.74,7.89,8.11,7.89,8.39,8.69,8.47,8.949525186,9.211462904,9.366291287,9.557523026,9.762257973,9.845075323,10.41091726,10.73215283,10.8264608,10.634582,10.84224762,10.63360555,10.42491193,10.30987628,9.007617691,9.058922193,8.826547442,8.565378355,8.476910747,8.426449904,8.541678363,8.631956784,8.628817216,8.399362819,8.422168543,8.686709417,8.795155375,8.790538563,8.536269293,8.866496655
24,601138,15.08,15.82,14.86,15.09,14.75,15.84,15.71,17.89,16.01,15.42,14.22,13.2,12.9,13.68,12.83,11.81,12.32,12.05,13.15,12.77,12.46,13.25,12.89,12.29,14.36,14.95,14.21,15.31,15.31,14.49,13.11360393,14.26123051,14.75244287,15.1353704,15.1279059,15.9716284,15.5341038,16.29376991,16.5349081,17.28664411,16.05411695,15.25028268,14.30385485,13.72497139,13.6752174,12.31106451,11.49514831,10.98113838,11.16577251,11.096088,11.11442233,11.17351156,11.39853588,11.25696751,11.70193216,12.35956348,12.89717892,13.5233135,14.53651161,14.13465925
25,601166,19.3,17.9,18.44,18.1,18.17,19.28,18.98,20.3,18.95,19.92,18.48,18.29,18.24,17.57,17.86,18.35,18.55,18.29,18.27,18.18,18.41,19.22,18.79,18.6,17.93,18.4,17.17,17.97,17.89,17.57,16.27568236,16.67688559,16.96108479,17.28147219,17.49790781,18.00222566,18.19189889,18.66412564,18.98636144,19.31496724,19.37153051,19.38888437,19.36308225,19.2561009,17.9185053,17.62259698,17.58953254,17.62779399,17.92644889,18.16938313,18.48741969,18.72126355,18.8165823,18.55424336,18.36181599,18.35459383,18.14087957,17.93477642,17.67024511,17.48872998
26,601186,11.55,11.06,11.22,11.7,11.51,12.18,11.76,11.99,10.8,10.84,10.12,9.89,9.38,9.4,9.38,9.77,10.06,9.95,10.07,9.69,10,10.02,9.52,9.1,8.98,9.11,9.1,9.97,10.17,9.93,10.79251468,10.9236371,10.94700759,11.08586009,11.11600279,11.29153502,11.30212122,11.40289532,11.37632707,11.51791614,11.18151682,10.97639196,10.72778849,10.50792518,9.543226663,8.709548736,8.763899115,8.755299044,8.948680327,9.210201002,9.627014007,9.915656831,9.914883047,9.602587348,9.302792339,9.132514768,8.935699429,8.926286984,9.544919138,9.01046768
27,601211,19.96,20.01,19.25,19.87,20.15,21.12,20.29,20.21,19.32,18.83,17.47,16.3,16.29,16.07,15.9,16.18,17.73,18.35,18.03,18.07,18.08,18.07,17.29,16.6,16.51,17.37,17.09,18.83,19.29,18.36,17.71969331,18.36143881,18.73893492,19.09458083,19.23493237,20.0277512,19.93849302,20.14896583,20.21958284,20.69743679,19.83769357,19.47130713,19.18607645,18.83809253,16.37559613,15.05747355,15.32605726,15.86354202,16.23985465,16.42941165,16.70665652,16.71857511,16.58518023,16.13680152,15.91867862,16.27462431,16.53157202,16.90093228,18.29330063,17.26400214
28,601229,12.47,12.05,12.08,12.02,11.98,12.43,12.51,12.79,12.24,12.67,11.79,11.35,11.41,11.26,11.47,11.63,11.89,11.85,8.97,8.86,8.92,9.22,9.14,9.04,9.08,8.97,9.02,9.19,9.33,9.29,10.49061191,10.63924837,10.52258538,10.79029269,10.70587587,11.77627639,11.03211404,11.06193314,11.26731319,12.30861597,11.28685389,11.27404151,11.16753461,10.94787832,11.36918022,11.89376304,12.29050385,12.64417723,11.86318492,10.1892757,8.561373359,7.485528457,7.253691802,7.462504913,7.845521175,8.073708244,8.204135385,8.491016157,8.696779834,8.764560287
29,601288,3.85,3.69,3.71,3.72,3.73,3.79,3.74,3.85,3.72,3.76,3.65,3.61,3.69,3.68,3.77,3.76,3.64,3.6,3.65,3.6,3.57,3.59,3.55,3.46,3.42,3.41,3.4,3.49,3.53,3.49,3.625309769,3.646833652,3.665456337,3.66935834,3.671715033,3.707988668,3.718574272,3.755530498,3.775821281,3.797621842,3.768992333,3.745111578,3.739076527,3.73521529,3.676544148,3.558267523,3.548095465,3.498051097,3.508220552,3.571285262,3.63539278,3.658625789,3.655062279,3.596608736,3.550473954,3.538361169,3.535449549,3.531280416,3.445122022,3.516189255
30,601318,72.39,68.7,73.85,74.72,77.1,80.2,80.44,87,83.11,86.1,81.38,79.1,76.5,79,77.11,79.75,87.97,88.61,90.85,88.75,88.35,90.1,86.03,84.35,87.46,89.89,87.32,90.7,92.34,89.85,61.81898818,63.34750354,64.21511086,65.76244993,67.50560534,70.47221222,72.32632182,75.19023279,77.72100589,79.54962372,80.64046938,81.93956917,82.46880508,83.13016007,82.6233291,78.36014144,79.52064379,80.90620464,83.67966588,85.19376483,86.64094844,87.41371882,86.82709857,85.84612519,86.82499768,89.09402276,90.32964178,90.33269408,90.78501019,89.38960303
31,601319,8.76,11.55,9.55,9.99,9.59,10.03,9.55,9.61,9.15,8.59,8.36,8,8.25,9.06,8.57,8.93,9.87,9.49,9.44,9.25,9.12,9.04,8.78,8.22,8.33,8.57,8.4,9.15,9.42,9.15,-3.055445739,0.534487649,0.706048672,0.985462562,0.740499399,10.78742255,1.125209672,10.0784666,9.983315586,10.67581983,9.772469981,9.415030697,7.389505514,7.648028364,8.346687966,7.709522189,8.734125866,8.826686147,9.022706674,8.912216493,8.911846079,8.797030324,8.874665514,8.698310777,8.523914485,8.471518158,8.256951629,8.385810359,8.815590785,8.483926083
32,601328,6.59,6.3,6.38,6.39,6.24,6.33,6.29,6.42,6.18,6.26,6.05,5.96,5.99,5.96,6.07,6.17,6.26,6.12,6.18,5.8,5.79,5.78,5.68,5.52,5.45,5.47,5.41,5.57,5.63,5.56,6.174764874,6.269623064,6.318395036,6.384341339,6.389904429,6.402515737,6.440794575,6.465889517,6.468704825,6.461791432,6.447348602,6.375999709,6.356719462,6.311312128,5.964734447,6.096388714,6.132177111,6.092801573,6.0970904,6.041261974,6.020183796,5.982247097,5.928486128,5.787454915,5.691906031,5.671842706,5.669265154,5.656206894,5.477495457,5.547046659
33,601336,52.33,49.15,51.25,55.55,53.69,59.11,57.19,64.43,59.1,57.45,53.24,49.86,49.84,51.6,49.17,50.6,54.7,55.03,54.73,54.76,54.2,55.53,54.64,49.87,50.16,52.18,48.23,51.73,52.51,50.58,41.66631846,42.98148705,43.97943693,44.7144776,45.47953958,48.78672333,49.31043961,51.73530366,53.81216827,55.8520983,55.17835579,55.34578252,54.59330171,54.90883307,57.54454809,52.901124,50.96871954,52.36129239,53.86480026,55.56962,56.5128403,57.01990306,56.24549391,54.22711332,52.74398966,52.72473332,52.16803184,50.63814084,50.22618438,47.7373961
34,601390,7.46,7.24,7.29,7.38,7.27,7.49,7.4,7.55,7,7.04,6.73,6.55,6.45,6.43,6.38,6.47,6.61,6.52,6.6,6.43,6.48,6.44,6.2,5.92,5.93,6,6.01,6.29,6.35,6.27,6.98075261,7.090462637,7.137315208,7.184638372,7.200542846,7.168341728,7.319267432,7.402089823,7.431303074,7.364796016,7.310585595,7.182792605,7.074378195,6.99711183,6.555825573,6.215252579,6.160848874,6.147803261,6.258482792,6.377051794,6.434747683,6.353905258,6.192517483,5.985301635,5.866217024,5.918703597,5.965894102,6.028441521,6.201418249,6.104735487
35,601398,5.85,5.59,5.58,5.58,5.57,5.81,5.73,5.98,5.71,5.81,5.61,5.57,5.7,5.61,5.73,5.74,5.85,5.89,5.67,5.62,5.6,5.69,5.56,5.46,5.5,5.42,5.39,5.52,5.57,5.53,5.521050847,5.586615233,5.617581135,5.641579415,5.641020408,5.61910804,5.727193094,5.788558954,5.824855665,5.781545963,5.843473394,5.84790268,5.84020808,5.827454113,5.678775866,5.562563877,5.593679879,5.606054032,5.608841848,5.640654613,5.711591816,5.805111939,5.819408118,5.737349828,5.713191895,5.702062646,5.707068601,5.673413793,5.48468738,5.603112771
36,601601,35.3,32.66,32.89,33.14,34.04,35.62,34.99,39.39,36.21,36.18,33.75,32.57,32.9,34.42,33.88,34.85,37.06,36.51,36.2,37.67,38.78,38.64,37.56,36.85,36.77,40.02,37.8,39.13,38.79,37.2,29.45388362,29.8569141,29.94988756,30.11694294,30.49695742,32.19163994,31.81684404,32.8427586,33.61008314,34.91460172,34.19251749,34.15348988,34.28105369,34.39010635,36.48757492,34.66741786,34.60956335,34.523545,34.88833412,35.33655431,36.40989405,36.81741066,36.52129287,35.93520421,36.12682958,37.29778035,37.97718766,37.76390904,39.04722303,36.62200324
37,601628,31.1,28.16,28.75,28.89,28.32,29.35,28.59,31.38,30.08,30.3,27.01,25.35,25.3,26.12,26.07,26.58,28.26,28.32,29.37,30.67,30.13,30.3,29.03,28.17,28.25,29.41,28.85,29.6,29.8,28.97,23.6707535,25.21781915,26.22522466,27.22628474,27.69298771,28.06306076,29.1540684,29.85510827,30.46971987,30.47270099,31.00428752,30.65630801,30.24269715,29.96043397,26.81184931,27.34327407,27.03616669,27.2059452,28.08402991,29.12656283,29.87245383,29.82111807,29.27898124,28.48753062,28.52107226,29.38778855,29.53672206,29.2091529,29.03975869,28.75821939
38,601668,6.23,6.03,6.12,6.25,6.12,6.31,6.4,6.6,6.1,6.13,5.73,5.63,5.51,5.61,5.67,5.73,5.86,5.75,6.02,5.85,6,6.03,5.78,5.55,5.45,5.56,5.47,5.77,5.83,5.58,5.961148351,5.999919409,6.031572112,6.070465573,6.063860742,6.294831881,6.175428184,6.213672084,6.236109158,6.464317936,6.195066259,6.141287439,6.066628325,5.960759413,5.834910745,6.006624796,5.621011482,5.168151306,4.948900344,5.07466224,5.469244586,5.799676156,5.849081615,5.611585442,5.511023012,5.517242611,5.525754287,5.511792911,5.593796762,5.470282862
39,601688,23.75,22.01,22.52,22.94,22.41,23.62,22.11,21.92,21.3,20.4,18.99,17.92,18.6,18.63,18.75,19.28,23.3,22.32,21.67,20.77,21.17,21.41,19.53,19.13,19.06,19.77,18.96,20.42,20.81,19.67,20.48542213,21.34363698,21.79509649,22.29054206,22.55799234,22.84729852,23.32799865,23.35370763,23.33156467,23.27567925,22.72044937,22.43383693,21.78344651,21.72835309,18.76319537,17.98459913,18.43503107,19.01895381,19.53584083,19.97663779,20.40898452,20.6787856,20.21375124,19.69978959,19.68773179,20.21282404,20.45063544,20.39041359,20.61544006,19.91446543
40,601766,9.51,9.14,9.21,9.24,9.1,9.39,9.23,9.4,8.66,8.64,8.21,7.99,7.79,7.91,7.87,8.04,8.18,8.09,8.17,7.88,7.8,8.05,7.71,7.32,7.23,7.28,7.28,7.52,7.69,7.72,9.197664016,9.270038568,9.31398722,9.351291104,9.353945617,9.362550176,9.417831125,9.392849079,9.353787018,9.361452456,9.133606293,8.954018683,8.789840783,8.631603864,7.717369838,6.936938589,7.024332795,7.106963388,7.243442843,7.274470397,7.376573169,7.544696897,7.688675635,7.646230237,7.467637321,7.267860073,7.10297401,7.170913907,7.554244629,7.279749249
41,601800,12.49,12.08,12.49,12.8,12.51,13.68,14.2,14.15,12.44,12.32,11.54,11.16,10.95,10.92,10.83,11.05,11.36,11.32,11.25,10.93,11.07,11.21,10.71,10.24,9.97,10.06,9.98,10.7,10.8,10.7,10.84571367,11.00712333,11.11863971,11.29823202,11.35012384,11.83141526,11.82248168,12.1969652,12.31528623,12.78921346,12.2122495,12.00975662,11.81377581,11.64665743,10.89809607,10.1460355,10.1256077,10.27004523,10.45333166,10.61908381,10.91902993,11.1341711,11.0659026,10.68984597,10.28688106,10.04153613,9.806969298,9.743718252,10.15170318,9.60794596
42,601818,4.4,4.17,4.13,4.11,4.1,4.23,4.14,4.32,4.09,4.17,3.96,3.87,3.86,3.84,3.92,3.94,4.03,3.81,3.86,3.8,3.78,3.87,3.86,3.77,3.77,3.71,3.76,3.97,3.99,3.96,4.005851401,4.066386745,4.088835531,4.116772174,4.107906984,4.160169661,4.153396092,4.19303658,4.202560259,4.249997202,4.205307182,4.151841051,4.127014706,4.093449217,3.862399331,3.860547618,3.859589105,3.812593433,3.790061813,3.836559514,3.877523653,3.887695781,3.846811829,3.735340553,3.690639943,3.719478517,3.754493714,3.814327696,3.8708019,3.828104729
43,601857,7.88,7.66,7.7,7.77,7.6,7.73,7.64,7.66,7.42,7.41,7.28,7.2,7.16,7.15,7.03,7,7.03,6.88,6.86,6.67,6.55,6.54,6.33,6.17,6.1,6.12,6.12,6.26,6.28,6.38,7.129157915,7.198641372,7.240188453,7.29873166,7.292674096,7.407610818,7.467233065,7.50377894,7.595233331,7.586305155,7.553617198,7.492204666,7.466740468,7.41460171,6.919926099,6.550804099,6.522853535,6.569556009,6.62153424,6.567845462,6.548375461,6.514223666,6.543584885,6.474474461,6.328990657,6.232538902,6.125913994,6.101605457,6.130671058,6.144137254
