,code,03-04,03-11,03-18,03-25,04-01,04-08,04-15,04-22,04-29,05-06,05-13,05-20,05-27,06-03,06-10,06-17,06-24,07-01,07-08,07-15,07-22,07-29,08-05,08-12,08-19,08-26,09-02,09-09,09-16,09-23
20,600887,24.51328368851136,25.15946616584913,25.70823822060932,26.30551839877861,26.91930251409162,27.48209644945867,28.42706146512248,29.177840973106683,29.817906671128057,30.089260316271176,30.82977520152039,31.25097772939264,31.497076694657284,31.713804380587252,33.616339532881575,34.66975944611347,34.11468907524332,33.82093894315575,34.13302504406653,34.28008733381715,34.03063687878286,33.671951943174534,33.42988491258987,32.8323715966896,32.579032335002694,32.2664345887888,31.594806152739594,30.670370681942845,28.632245101064623,30.941726535495935
21,601066,14.91618755561406,19.471161559046116,23.085165248956958,25.413363414146996,26.210758569637637,28.561469187830482,27.578295114006497,27.484364058697235,28.073548005796564,29.323405733570635,27.669841875282398,26.436996980728072,23.93587606802708,22.18648041732582,23.074106135626494,20.88272035087473,20.745571586495608,21.02606112210677,20.532065629975307,20.145516869541954,19.53429288385256,19.089429797891153,18.535715562980375,17.73869413376443,17.089540224140496,16.97084366346946,16.749300110693383,17.22587299009933,19.002299867968077,18.9961845520162
22,601088,20.191571351496144,20.464789829154387,20.498888009297698,20.686316793971592,20.63622291361908,20.165264188657176,20.73046232868863,20.85997727736638,20.781680473439497,20.19780780060742,20.579311917046358,20.4543117429507,20.250797648607687,20.098870718562363,19.389202562617264,19.84604481579718,19.912989504525505,20.058498975726877,20.228577202461047,20.171017703349673,19.964421470846037,19.911953876301933,19.861417588568067,19.577039843283487,19.46839222556759,19.43415723061748,19.372607618803166,20.237007853910946,20.400291495790455,20.054887075263196
23,601111,8.94952518562401,9.211462904343968,9.366291286700653,9.557523026300165,9.762257972990032,9.84507532289413,10.410917255709153,10.73215282746768,10.82646079515319,10.634582003436226,10.84224761725965,10.633605554896048,10.424911930138578,10.309876281581584,9.007617690535662,9.058922193434286,8.826547441585332,8.56537835480002,8.476910746755815,8.42644990429938,8.54167836251708,8.631956783825304,8.628817215658927,8.399362818987235,8.422168542756122,8.686709417097887,8.795155374649898,8.790538563066823,8.536269293323073,8.866496655006708
24,601138,13.113603929665604,14.26123050860562,14.75244286557255,15.135370398524516,15.127905901739364,15.971628396424375,15.53410379501856,16.29376990756276,16.534908102251926,17.28664411181847,16.054116948393148,15.250282683442157,14.30385484514754,13.724971394544268,13.675217404658266,12.311064509115448,11.495148307145163,10.981138375149227,11.165772514929303,11.096087998140517,11.114422327696106,11.17351156410731,11.398535876087621,11.256967511737104,11.70193215718303,12.359563480242969,12.89717891807801,13.523313496421796,14.536511606791596,14.134659247037058
25,601166,16.27568235923661,16.676885590353912,16.96108479282453,17.281472190562585,17.497907812009704,18.00222566141185,18.1918988886188,18.664125639386096,18.98636144427205,19.314967239493782,19.37153051002593,19.388884373130605,19.36308224704224,19.256100895447055,17.918505295250643,17.62259698098197,17.589532543041663,17.627793992035826,17.92644889128101,18.169383133550745,18.48741969153323,18.721263547274848,18.81658230380851,18.554243358982948,18.36181598854132,18.35459382844773,18.140879570117146,17.934776421767925,17.67024510678447,17.488729982659237
26,601186,10.792514675917394,10.923637098545813,10.947007588693184,11.085860090125513,11.116002792172221,11.291535018992045,11.302121219250111,11.402895317866813,11.376327072373789,11.517916139274638,11.181516817718851,10.976391958362216,10.727788494178506,10.507925176769099,9.54322666302889,8.709548736141969,8.76389911454233,8.755299044374244,8.948680327103714,9.210201001587341,9.627014007433132,9.91565683115955,9.91488304732696,9.602587347765459,9.302792339302188,9.132514768412676,8.93569942866849,8.926286983740628,9.544919138108348,9.010467680349805
27,601211,17.719693308134314,18.3614388144817,18.73893491829904,19.094580826373434,19.23493236849196,20.027751196242207,19.938493022722025,20.148965833213627,20.21958283721819,20.697436790092816,19.83769357135115,19.471307128388492,19.186076453326802,18.838092525731703,16.375596132748008,15.057473546045768,15.32605726096279,15.86354201670757,16.239854648864295,16.429411652655002,16.706656524137355,16.718575107173713,16.585180225851296,16.13680152358606,15.918678621386118,16.274624311038615,16.53157202450397,16.900932283479513,18.293300634665293,17.26400213870017
28,601229,10.490611914897025,10.639248373716494,10.522585375840286,10.790292689766677,10.705875866181565,11.776276388960422,11.032114040542146,11.061933144326245,11.267313194253541,12.308615965985949,11.286853891914157,11.274041509596168,11.167534611157128,10.947878317382896,11.369180224442431,11.893763038499063,12.290503854437807,12.644177233150954,11.863184917338387,10.189275704854095,8.561373359099742,7.485528457112181,7.2536918017738925,7.462504912834451,7.845521175172378,8.073708244422809,8.204135384937828,8.491016157147698,8.696779834265067,8.764560287449296
29,601288,3.6253097693282483,3.6468336523773166,3.6654563366669835,3.6693583402537566,3.6717150326525516,3.7079886684845444,3.718574272146415,3.755530497536281,3.7758212811716647,3.7976218424246397,3.7689923332215423,3.7451115780635154,3.739076527487012,3.7352152895697897,3.676544147647373,3.558267522565169,3.5480954651764316,3.4980510974271946,3.508220552065383,3.5712852622450826,3.635392780006366,3.6586257894854555,3.6550622794226575,3.596608736348621,3.5504739542177743,3.53836116905422,3.53544954878364,3.531280415944382,3.4451220218951177,3.5161892551994827
