,code,03-04,03-11,03-18,03-25,04-01,04-08,04-15,04-22,04-29,05-06,05-13,05-20,05-27,06-03,06-10,06-17,06-24,07-01,07-08,07-15,07-22,07-29,08-05,08-12,08-19,08-26,09-02,09-09,09-16,09-23
10,600104,28.614685596895068,26.487859300697263,25.716253967844306,26.189127041309174,25.96416427049101,28.58276691976689,28.278526777910372,29.603503408245803,26.550426366580712,27.35693568780245,26.227355036188285,25.477650745971566,23.389561079964544,23.90937708333188,24.515324459716197,24.253763855885303,25.203938562675926,25.44857520224641,26.954452925220302,23.842794332585147,23.65819230133145,24.298315170554325,24.16317927317036,24.329705909735402,24.503149586434418,24.53550065234868,25.022707316752236,25.86185827060659,25.115880909798488,24.630530967995433
11,600196,28.631412047879106,27.499707207905235,29.345300298985194,29.707413795852492,29.710800767027962,29.54398885189054,30.147829368504798,29.693174789813238,28.306465483346532,29.008865836305095,26.47868564390646,25.771197549250566,25.038244460582224,24.678636020451926,22.418159672107098,23.16164466333382,25.08396503645645,25.21692183191214,26.751103467425295,27.079103091645145,26.108719098921185,27.001547125221617,24.849745826283815,24.7974370594792,25.82780659450024,27.43032183897983,27.59718450742175,28.621318213639988,27.459285343790164,27.92671846580288
12,600276,71.74627950974089,69.79091175751218,71.43080696794651,73.46795250865284,65.62182221664354,66.18531750138844,64.562067379998,64.17884835698541,62.39727009708621,65.51099248150956,63.875550285387575,62.856926337572595,59.73557110651542,62.08832979257944,58.01700153609404,60.91925308210171,66.07162237641984,65.67392400290785,67.66974095676356,66.15736479423178,66.25556191960844,66.57891094699254,66.09378015812543,66.58422699345388,69.3558043760312,76.50035241326485,80.18830482655581,80.13119779115117,78.51961039479782,81.49865434363437
13,600309,42.06422210093046,37.38490582942987,40.988729799778845,41.51564258579101,45.53655081176221,47.46483995319898,46.37415814460439,47.346739613638064,43.97677431933377,45.23482856309517,42.047660430481905,39.76947136814171,40.06505545137264,37.9672867303789,37.73606370054567,38.75600843519191,41.94764730525802,42.747886989314736,43.45777185890905,42.05779604213264,40.46142484356293,43.37971117246919,43.47040179679525,42.918033847646775,42.545030261756985,42.89193479560193,44.68512146792386,46.705464505897616,46.89478873971128,45.14683842650868
14,600340,31.146917601712932,28.245328139947187,30.680282018817962,31.3054633256091,31.018223199635848,31.7374727946558,32.10564987276191,33.64325942507718,30.73972813341434,31.32593727625436,29.740387103408104,30.8421580746348,28.724512541185014,29.499996507126337,29.288115057349078,29.968403162341396,30.893791309851075,32.73514528351478,32.72232762251168,30.40743202510234,30.705831560061256,31.22110328306751,28.184113034780008,26.44020001266677,25.97812446772666,27.481723321330776,26.597696316185267,27.416611904065224,28.12770221885886,27.896833393563526
15,600519,788.9661887922953,738.3822555119648,776.7599703027264,795.2272834848682,854.1899031330455,865.2452437683656,916.0649614235007,953.7006127267408,947.2254964969683,976.5023828409238,907.6142644167685,908.6313999334988,878.6815670806977,891.6049809798332,863.5226126385065,913.4143045707909,978.5169480912882,984.8689626751828,1001.987300270118,986.9581014031783,957.5651713816611,965.7248968235377,955.988741669029,962.7567637398995,1056.1589398419014,1133.742191338027,1144.073556077505,1145.9079778052176,1100.593676412804,1159.2616136585295
16,600585,36.66341915050276,35.170222447468035,36.70617485633556,37.390723291608474,38.17193365518712,41.97919044903741,41.75759504504347,42.627490094718326,39.52244880644213,39.98850149496497,39.00129643174966,38.97811259947351,39.15958659451271,39.57849411058335,38.297077862107194,40.81156610898377,40.1932135467832,41.51857656751323,43.357383539717915,41.247772432423325,40.534712265460065,41.27769330966345,38.58208922942755,38.354893285163016,38.846222940317084,40.12424309389682,39.44497639939296,43.180194237482944,42.43214530301981,41.96363348415065
17,600690,17.141451197653424,15.60760898827532,16.866078248506955,16.621813136408964,17.056592451850833,18.30434616886272,17.263890647318537,18.377880241961677,16.73436151745956,17.194325016560157,16.42275606943132,15.755354500835542,16.157693948714293,15.903418098004927,15.566265422435183,16.29792145952832,16.943392608422062,17.287652985451402,17.825824113150016,17.279609350044975,16.791896837712233,16.817784466021894,16.20452151296029,15.184239879096246,14.893558044815585,15.206443644249326,15.914399622408643,15.986410957576426,15.903478368656899,15.792525818173555
18,600703,13.96550445324166,15.483748188030628,14.828147659690924,15.293177169125874,14.612565027444498,14.935862250008231,13.989411812431628,13.101007450108053,14.125408894390702,13.047547502180956,12.101408922397805,9.893603395137346,9.585405756413916,10.647947654495344,10.207807425499592,10.610943739732893,11.447210141490528,11.230678000127542,11.758240434830709,11.036274996036063,10.21763247222598,11.434610553803132,11.326496688733165,10.338190588475616,11.528613795403231,10.985692685314682,10.759630513223827,11.771145937531818,13.524886583901008,15.314879515971281
19,600837,13.005090315721823,14.230708639822831,13.833648408677698,14.045417475527861,14.141462520243643,15.872270705534214,14.699931445444884,14.538073046650537,14.378430679393604,14.04954181623237,12.79639833792341,12.09521316512661,12.039143625604423,12.10350392972299,12.588309155435551,12.766957751754267,14.238518007877364,14.228323362424225,13.873359894145187,13.916257290566183,14.102074253403124,13.846488858627312,13.295911848401804,12.607137031355956,12.78902222193426,13.71389421268081,13.667515712631763,15.151633996866767,16.591258162668275,15.19879191907245
